Invoice_ID;Branch;City;Customer_type;Gender;Product_line;Unit_price;Quantity;Tax;Total;Purchase_Date;Purchase_Time;Payment;cogs;gross_margin_percentage;gross_income;Rating
374-17-3652;B;Mandalay;Member;Female;Food and beverages;42.82;9;19.27;404.65;02/05/2019;15:26:00;Credit card;385.38;4.761.904.762;19.27;8.9
378-07-7001;B;Mandalay;Member;Male;Electronic accessories;48.09;3;72.14;1.514.835;02/10/2019;18:23:00;Credit card;144.27;4.761.904.762;72.14;7.8
433-75-6987;B;Mandalay;Member;Female;Health and beauty;55.97;7;195.9;4.113.795;03/05/2019;19:06:00;Ewallet;391.79;4.761.904.762;195.9;8.9
873-95-4984;B;Mandalay;Member;Female;Health and beauty;76.9;7;26.92;565.22;2/15/2019;20:21:00;Cash;538.3;4.761.904.762;26.92;7.7
416-13-5917;C;Naypyitaw;Normal;Female;Food and beverages;97.03;5;242.58;5.094.075;1/30/2019;16:24:00;Ewallet;485.15;4.761.904.762;242.58;9.3
150-89-8043;A;Yangon;Normal;Male;Sports and travel;44.65;3;66.98;1.406.475;2/14/2019;15:04:00;Cash;133.95;4.761.904.762;66.98;6.2
135-84-8019;A;Yangon;Normal;Female;Fashion accessories;77.93;9;350.69;7.364.385;2/27/2019;16:10:00;Ewallet;701.37;4.761.904.762;350.69;7.6
441-94-7118;A;Yangon;Member;Male;Electronic accessories;71.95;1;35.98;755.48;02/04/2019;12:14:00;Cash;71.95;4.761.904.762;35.98;7.3
725-96-3778;C;Naypyitaw;Member;Female;Home and lifestyle;89.25;8;35.7;749.7;1/20/2019;10:13:00;Cash;714;4.761.904.762;35.7;4.7
531-80-1784;A;Yangon;Normal;Male;Electronic accessories;26.02;7;9.11;191.25;3/28/2019;17:38:00;Cash;182.14;4.761.904.762;9.11;5.1
400-45-1220;B;Mandalay;Normal;Female;Health and beauty;13.5;10;6.75;141.75;2/27/2019;11:06:00;Credit card;135;4.761.904.762;6.75;4.8
860-79-0874;C;Naypyitaw;Member;Female;Fashion accessories;99.3;10;49.65;1042.65;2/15/2019;14:53:00;Credit card;993;4.761.904.762;49.65;6.6
834-61-8124;A;Yangon;Normal;Male;Electronic accessories;51.69;7;180.92;3.799.215;1/26/2019;18:22:00;Cash;361.83;4.761.904.762;180.92;5.5
115-99-4379;B;Mandalay;Member;Female;Fashion accessories;54.73;7;191.56;4.022.655;3/14/2019;19:02:00;Credit card;383.11;4.761.904.762;191.56;8.5
565-67-6697;B;Mandalay;Member;Male;Home and lifestyle;27;9;12.15;255.15;03/02/2019;14:16:00;Cash;243;4.761.904.762;12.15;4.8
320-49-6392;C;Naypyitaw;Normal;Female;Electronic accessories;30.24;1;1.51;31.75;03/04/2019;15:44:00;Cash;30.24;4.761.904.762;1.51;8.4
889-04-9723;B;Mandalay;Member;Female;Food and beverages;89.14;4;17.83;374.39;01/07/2019;12:20:00;Credit card;356.56;4.761.904.762;17.83;7.8
632-90-0281;C;Naypyitaw;Normal;Female;Fashion accessories;37.55;10;18.78;394.28;03/08/2019;20:01:00;Credit card;375.5;4.761.904.762;18.78;9.3
554-42-2417;C;Naypyitaw;Normal;Female;Sports and travel;95.44;10;47.72;1002.12;01/09/2019;13:45:00;Cash;954.4;4.761.904.762;47.72;5.2
453-63-6187;B;Mandalay;Normal;Male;Electronic accessories;27.5;3;4.13;86.63;03/01/2019;15:40:00;Ewallet;82.5;4.761.904.762;4.13;6.5
578-80-7669;B;Mandalay;Normal;Male;Sports and travel;74.97;1;37.49;787.19;3/16/2019;16:58:00;Cash;74.97;4.761.904.762;37.49;5.6
612-36-5536;A;Yangon;Member;Male;Food and beverages;80.96;8;32.38;680.06;2/17/2019;11:12:00;Credit card;647.68;4.761.904.762;32.38;7.4
605-72-4132;C;Naypyitaw;Normal;Female;Food and beverages;94.47;8;37.79;793.55;2/27/2019;15:12:00;Cash;755.76;4.761.904.762;37.79;9.1
471-41-2823;C;Naypyitaw;Normal;Male;Food and beverages;99.79;2;9.98;209.56;03/07/2019;20:37:00;Ewallet;199.58;4.761.904.762;9.98;8
462-67-9126;A;Yangon;Normal;Male;Home and lifestyle;73.22;6;21.97;461.29;1/21/2019;17:44:00;Cash;439.32;4.761.904.762;21.97;7.2
272-27-9238;C;Naypyitaw;Normal;Female;Food and beverages;41.24;4;8.25;173.21;2/19/2019;16:23:00;Cash;164.96;4.761.904.762;8.25;7.1
834-25-9262;C;Naypyitaw;Normal;Female;Fashion accessories;81.68;4;16.34;343.06;01/06/2019;12:12:00;Cash;326.72;4.761.904.762;16.34;9.1
122-61-9553;C;Naypyitaw;Normal;Female;Electronic accessories;51.32;9;23.09;484.97;3/14/2019;19:33:00;Cash;461.88;4.761.904.762;23.09;5.6
468-88-0009;A;Yangon;Member;Male;Home and lifestyle;65.94;4;13.19;276.95;3/24/2019;10:29:00;Cash;263.76;4.761.904.762;13.19;6
613-59-9758;C;Naypyitaw;Normal;Female;Sports and travel;14.36;10;7.18;150.78;1/27/2019;14:28:00;Cash;143.6;4.761.904.762;7.18;5.4
254-31-0042;A;Yangon;Member;Male;Electronic accessories;21.5;9;9.68;203.18;03/06/2019;12:46:00;Credit card;193.5;4.761.904.762;9.68;7.8
201-86-2184;B;Mandalay;Member;Female;Electronic accessories;26.26;7;9.19;193.01;02/02/2019;19:40:00;Cash;183.82;4.761.904.762;9.19;9.9
261-12-8671;B;Mandalay;Normal;Female;Fashion accessories;60.96;2;6.1;128.02;1/25/2019;19:39:00;Credit card;121.92;4.761.904.762;6.1;4.9
730-70-9830;C;Naypyitaw;Normal;Female;Home and lifestyle;70.11;6;21.03;441.69;3/14/2019;17:54:00;Ewallet;420.66;4.761.904.762;21.03;5.2
382-25-8917;C;Naypyitaw;Normal;Male;Fashion accessories;42.08;6;12.62;265.1;1/29/2019;12:25:00;Cash;252.48;4.761.904.762;12.62;8.9
422-29-8786;A;Yangon;Normal;Female;Home and lifestyle;67.09;5;167.73;3.522.225;01/03/2019;16:47:00;Credit card;335.45;4.761.904.762;167.73;9.1
667-23-5919;A;Yangon;Member;Female;Fashion accessories;96.7;5;24.18;507.68;1/14/2019;12:52:00;Ewallet;483.5;4.761.904.762;24.18;7
843-01-4703;B;Mandalay;Member;Female;Home and lifestyle;35.38;9;15.92;334.34;01/05/2019;19:50:00;Credit card;318.42;4.761.904.762;15.92;9.6
743-88-1662;C;Naypyitaw;Normal;Male;Sports and travel;95.49;7;334.22;7.018.515;2/22/2019;18:17:00;Ewallet;668.43;4.761.904.762;334.22;8.7
595-86-2894;C;Naypyitaw;Member;Male;Fashion accessories;96.98;4;19.4;407.32;02/06/2019;17:20:00;Ewallet;387.92;4.761.904.762;19.4;9.4
182-69-8360;B;Mandalay;Normal;Female;Electronic accessories;23.65;4;4.73;99.33;1/30/2019;13:32:00;Credit card;94.6;4.761.904.762;4.73;4
289-15-7034;A;Yangon;Member;Male;Sports and travel;82.33;4;16.47;345.79;01/11/2019;10:37:00;Credit card;329.32;4.761.904.762;16.47;7.5
462-78-5240;C;Naypyitaw;Normal;Female;Electronic accessories;26.61;2;2.66;55.88;3/19/2019;14:35:00;Cash;53.22;4.761.904.762;2.66;4.2
868-52-7573;B;Mandalay;Normal;Female;Food and beverages;99.69;5;249.23;5.233.725;1/14/2019;12:09:00;Cash;498.45;4.761.904.762;249.23;9.9
153-58-4872;C;Naypyitaw;Member;Female;Food and beverages;74.89;4;14.98;314.54;03/01/2019;15:32:00;Ewallet;299.56;4.761.904.762;14.98;4.2
662-72-2873;A;Yangon;Normal;Female;Food and beverages;40.94;5;10.24;214.94;01/06/2019;13:58:00;Ewallet;204.7;4.761.904.762;10.24;9.9
525-88-7307;B;Mandalay;Member;Male;Sports and travel;75.82;1;3.79;79.61;1/31/2019;13:19:00;Cash;75.82;4.761.904.762;3.79;5.8
689-16-9784;C;Naypyitaw;Normal;Male;Food and beverages;46.77;6;14.03;294.65;03/11/2019;13:37:00;Cash;280.62;4.761.904.762;14.03;6
725-56-0833;A;Yangon;Normal;Female;Health and beauty;32.32;10;16.16;339.36;2/20/2019;16:49:00;Credit card;323.2;4.761.904.762;16.16;10
394-41-0748;C;Naypyitaw;Member;Female;Fashion accessories;54.07;9;243.32;5.109.615;1/27/2019;14:55:00;Ewallet;486.63;4.761.904.762;243.32;9.5
596-42-3999;B;Mandalay;Normal;Male;Food and beverages;18.22;7;6.38;133.92;03/10/2019;14:04:00;Credit card;127.54;4.761.904.762;6.38;6.6
541-89-9860;C;Naypyitaw;Member;Female;Fashion accessories;80.48;3;12.07;253.51;2/15/2019;12:31:00;Cash;241.44;4.761.904.762;12.07;8.1
173-82-9529;B;Mandalay;Normal;Female;Fashion accessories;37.95;10;18.98;398.48;1/26/2019;14:51:00;Cash;379.5;4.761.904.762;18.98;9.7
563-36-9814;A;Yangon;Member;Male;Electronic accessories;76.82;1;3.84;80.66;2/13/2019;18:27:00;Ewallet;76.82;4.761.904.762;3.84;7.2
308-47-4913;A;Yangon;Member;Female;Sports and travel;52.26;10;26.13;548.73;03/09/2019;12:45:00;Credit card;522.6;4.761.904.762;26.13;6.2
885-17-6250;A;Yangon;Normal;Female;Health and beauty;79.74;1;3.99;83.73;03/06/2019;10:36:00;Ewallet;79.74;4.761.904.762;3.99;7.3
726-27-2396;A;Yangon;Normal;Female;Health and beauty;77.5;5;19.38;406.88;1/24/2019;20:36:00;Ewallet;387.5;4.761.904.762;19.38;4.3
316-01-3952;A;Yangon;Normal;Female;Food and beverages;54.27;5;135.68;2.849.175;3/13/2019;14:16:00;Ewallet;271.35;4.761.904.762;135.68;4.6
760-54-1821;B;Mandalay;Normal;Male;Home and lifestyle;13.59;9;61.16;1.284.255;3/15/2019;10:26:00;Cash;122.31;4.761.904.762;61.16;5.8
793-10-3222;B;Mandalay;Member;Female;Health and beauty;41.06;6;12.32;258.68;03/05/2019;13:30:00;Credit card;246.36;4.761.904.762;12.32;8.3
346-12-3257;B;Mandalay;Member;Male;Electronic accessories;19.24;9;8.66;181.82;03/04/2019;16:28:00;Cash;173.16;4.761.904.762;8.66;8
110-05-6330;C;Naypyitaw;Normal;Female;Food and beverages;39.43;6;11.83;248.41;3/25/2019;20:18:00;Credit card;236.58;4.761.904.762;11.83;9.4
651-61-0874;C;Naypyitaw;Normal;Male;Home and lifestyle;46.22;4;9.24;194.12;03/12/2019;20:04:00;Credit card;184.88;4.761.904.762;9.24;6.2
236-86-3015;C;Naypyitaw;Member;Male;Home and lifestyle;13.98;1;0.7;14.68;02/04/2019;13:38:00;Ewallet;13.98;4.761.904.762;0.7;9.8
831-64-0259;B;Mandalay;Normal;Female;Fashion accessories;39.75;5;99.38;2.086.875;2/22/2019;10:43:00;Ewallet;198.75;4.761.904.762;99.38;9.6
587-03-7455;C;Naypyitaw;Member;Female;Fashion accessories;97.79;7;342.27;7.187.565;2/16/2019;17:30:00;Ewallet;684.53;4.761.904.762;342.27;4.9
882-40-4577;A;Yangon;Member;Male;Sports and travel;67.26;4;13.45;282.49;1/19/2019;15:28:00;Credit card;269.04;4.761.904.762;13.45;8
732-67-5346;A;Yangon;Normal;Male;Food and beverages;13.79;5;34.48;723.98;01/11/2019;19:07:00;Credit card;68.95;4.761.904.762;34.48;7.8
725-32-9708;B;Mandalay;Member;Female;Fashion accessories;68.71;4;13.74;288.58;01/04/2019;19:01:00;Cash;274.84;4.761.904.762;13.74;4.1
256-08-8343;A;Yangon;Normal;Female;Home and lifestyle;56.53;4;11.31;237.43;03/04/2019;19:48:00;Ewallet;226.12;4.761.904.762;11.31;5.5
372-26-1506;C;Naypyitaw;Normal;Female;Fashion accessories;23.82;5;5.96;125.06;1/28/2019;19:24:00;Ewallet;119.1;4.761.904.762;5.96;5.4
244-08-0162;B;Mandalay;Normal;Female;Health and beauty;34.21;10;17.11;359.21;01/02/2019;13:00:00;Cash;342.1;4.761.904.762;17.11;5.1
569-71-4390;B;Mandalay;Normal;Male;Sports and travel;21.87;2;2.19;45.93;1/25/2019;14:29:00;Ewallet;43.74;4.761.904.762;2.19;6.9
132-23-6451;A;Yangon;Member;Male;Health and beauty;20.97;5;52.43;1.100.925;01/04/2019;13:21:00;Cash;104.85;4.761.904.762;52.43;7.8
696-90-2548;A;Yangon;Normal;Male;Sports and travel;25.84;3;3.88;81.4;03/10/2019;18:55:00;Ewallet;77.52;4.761.904.762;3.88;6.6
472-15-9636;A;Yangon;Normal;Male;Home and lifestyle;50.93;8;20.37;427.81;3/22/2019;19:36:00;Ewallet;407.44;4.761.904.762;20.37;9.2
268-03-6164;B;Mandalay;Normal;Male;Health and beauty;96.11;1;48.06;1.009.155;1/25/2019;16:28:00;Ewallet;96.11;4.761.904.762;48.06;7.8
750-57-9686;C;Naypyitaw;Normal;Female;Home and lifestyle;45.38;4;9.08;190.6;01/08/2019;13:48:00;Credit card;181.52;4.761.904.762;9.08;8.7
186-09-3669;C;Naypyitaw;Member;Female;Health and beauty;81.51;1;40.76;855.86;1/22/2019;10:57:00;Ewallet;81.51;4.761.904.762;40.76;9.2
848-07-1692;B;Mandalay;Normal;Female;Health and beauty;57.22;2;5.72;120.16;01/12/2019;17:13:00;Ewallet;114.44;4.761.904.762;5.72;8.3
745-71-3520;A;Yangon;Member;Female;Electronic accessories;25.22;7;8.83;185.37;02/04/2019;10:23:00;Cash;176.54;4.761.904.762;8.83;8.2
266-76-6436;C;Naypyitaw;Member;Female;Food and beverages;38.6;3;5.79;121.59;3/28/2019;13:57:00;Ewallet;115.8;4.761.904.762;5.79;7.5
740-22-2500;C;Naypyitaw;Normal;Female;Electronic accessories;84.05;3;126.08;2.647.575;1/23/2019;13:29:00;Cash;252.15;4.761.904.762;126.08;9.8
271-88-8734;C;Naypyitaw;Member;Female;Fashion accessories;97.21;10;48.61;1.020.705;02/08/2019;13:00:00;Credit card;972.1;4.761.904.762;48.61;8.7
301-81-8610;B;Mandalay;Member;Male;Fashion accessories;25.42;8;10.17;213.53;3/19/2019;19:42:00;Credit card;203.36;4.761.904.762;10.17;6.7
489-64-4354;C;Naypyitaw;Normal;Male;Fashion accessories;16.28;1;0.81;17.09;03/09/2019;15:36:00;Cash;16.28;4.761.904.762;0.81;5
198-84-7132;B;Mandalay;Member;Male;Fashion accessories;40.61;9;182.75;3.837.645;01/02/2019;13:40:00;Cash;365.49;4.761.904.762;182.75;7
269-10-8440;A;Yangon;Member;Male;Health and beauty;53.17;7;186.1;3.907.995;1/21/2019;18:01:00;Cash;372.19;4.761.904.762;186.1;8.9
650-98-6268;B;Mandalay;Member;Female;Food and beverages;20.87;3;31.31;657.41;3/20/2019;13:53:00;Credit card;62.61;4.761.904.762;31.31;8
741-73-3559;B;Mandalay;Normal;Male;Sports and travel;67.27;5;168.18;3.531.675;2/27/2019;17:27:00;Cash;336.35;4.761.904.762;168.18;6.9
325-77-6186;A;Yangon;Member;Female;Home and lifestyle;90.65;10;45.33;951.83;03/08/2019;10:53:00;Ewallet;906.5;4.761.904.762;45.33;7.3
286-75-7818;B;Mandalay;Normal;Male;Fashion accessories;69.08;2;6.91;145.07;1/31/2019;19:48:00;Credit card;138.16;4.761.904.762;6.91;6.9
574-57-9721;C;Naypyitaw;Normal;Male;Food and beverages;43.27;2;4.33;90.87;03/08/2019;16:53:00;Ewallet;86.54;4.761.904.762;4.33;5.7
459-50-7686;A;Yangon;Normal;Female;Electronic accessories;23.46;6;7.04;147.8;1/13/2019;19:14:00;Ewallet;140.76;4.761.904.762;7.04;6.4
616-87-0016;B;Mandalay;Normal;Male;Fashion accessories;95.54;7;33.44;702.22;03/09/2019;14:36:00;Credit card;668.78;4.761.904.762;33.44;9.6
837-55-7229;B;Mandalay;Normal;Female;Fashion accessories;47.44;1;2.37;49.81;2/22/2019;18:19:00;Credit card;47.44;4.761.904.762;2.37;6.8
751-69-0068;C;Naypyitaw;Normal;Male;Sports and travel;99.24;9;44.66;937.82;3/19/2019;19:09:00;Ewallet;893.16;4.761.904.762;44.66;9
257-73-1380;C;Naypyitaw;Member;Male;Sports and travel;82.93;4;16.59;348.31;1/20/2019;16:51:00;Ewallet;331.72;4.761.904.762;16.59;9.6
345-08-4992;A;Yangon;Normal;Male;Home and lifestyle;33.99;6;10.2;214.14;03/08/2019;15:37:00;Credit card;203.94;4.761.904.762;10.2;7.7
549-96-4200;C;Naypyitaw;Member;Male;Food and beverages;17.04;4;3.41;71.57;03/08/2019;20:15:00;Ewallet;68.16;4.761.904.762;3.41;7
810-60-6344;C;Naypyitaw;Normal;Female;Electronic accessories;40.86;8;16.34;343.22;02/07/2019;14:38:00;Credit card;326.88;4.761.904.762;16.34;6.5
450-28-2866;C;Naypyitaw;Member;Male;Food and beverages;17.44;5;4.36;91.56;1/15/2019;19:25:00;Cash;87.2;4.761.904.762;4.36;8.1
394-30-3170;B;Mandalay;Member;Female;Sports and travel;88.43;8;35.37;742.81;3/22/2019;19:35:00;Credit card;707.44;4.761.904.762;35.37;4.3
138-17-5109;A;Yangon;Member;Female;Home and lifestyle;89.21;9;401.45;8.430.345;1/15/2019;15:42:00;Credit card;802.89;4.761.904.762;401.45;6.5
192-98-7397;C;Naypyitaw;Normal;Male;Fashion accessories;12.78;1;0.64;13.42;01/08/2019;14:11:00;Ewallet;12.78;4.761.904.762;0.64;9.5
301-11-9629;A;Yangon;Normal;Female;Sports and travel;19.1;7;6.69;140.39;1/15/2019;10:43:00;Cash;133.7;4.761.904.762;6.69;9.7
390-80-5128;B;Mandalay;Member;Female;Health and beauty;19.15;1;0.96;201.08;1/28/2019;17:58:00;Credit card;19.15;4.761.904.762;0.96;9.5
235-46-8343;C;Naypyitaw;Member;Male;Food and beverages;27.66;10;13.83;290.43;2/14/2019;11:26:00;Credit card;276.6;4.761.904.762;13.83;8.9
453-12-7053;C;Naypyitaw;Normal;Male;Fashion accessories;45.74;3;6.86;144.08;03/10/2019;17:38:00;Credit card;137.22;4.761.904.762;6.86;6.5
296-11-7041;B;Mandalay;Member;Female;Health and beauty;27.07;1;13.54;284.24;01/12/2019;20:07:00;Credit card;27.07;4.761.904.762;13.54;5.3
449-27-2918;B;Mandalay;Member;Female;Sports and travel;39.12;1;1.96;41.08;3/26/2019;11:02:00;Credit card;39.12;4.761.904.762;1.96;9.6
891-01-7034;B;Mandalay;Normal;Female;Electronic accessories;74.71;6;22.41;470.67;01/01/2019;19:07:00;Cash;448.26;4.761.904.762;22.41;6.7
744-09-5786;B;Mandalay;Normal;Male;Electronic accessories;22.01;6;6.6;138.66;01/02/2019;18:50:00;Cash;132.06;4.761.904.762;6.6;7.6
727-17-0390;A;Yangon;Normal;Female;Food and beverages;63.61;5;159.03;3.339.525;3/16/2019;12:43:00;Ewallet;318.05;4.761.904.762;159.03;4.8
568-88-3448;A;Yangon;Normal;Male;Health and beauty;25;1;1.25;26.25;03/03/2019;15:09:00;Ewallet;25;4.761.904.762;1.25;5.5
187-83-5490;A;Yangon;Member;Male;Electronic accessories;20.77;4;4.15;87.23;1/31/2019;13:47:00;Cash;83.08;4.761.904.762;4.15;4.7
767-54-1907;B;Mandalay;Member;Female;Fashion accessories;29.56;5;7.39;155.19;2/13/2019;16:59:00;Cash;147.8;4.761.904.762;7.39;6.9
710-46-4433;B;Mandalay;Member;Female;Food and beverages;77.4;9;34.83;731.43;2/15/2019;14:15:00;Credit card;696.6;4.761.904.762;34.83;4.5
533-33-5337;B;Mandalay;Normal;Male;Electronic accessories;79.39;10;39.7;833.6;02/07/2019;20:24:00;Cash;793.9;4.761.904.762;39.7;6.2
325-90-8763;C;Naypyitaw;Member;Female;Electronic accessories;46.57;10;23.29;488.99;1/27/2019;13:58:00;Cash;465.7;4.761.904.762;23.29;7.6
729-46-7422;C;Naypyitaw;Normal;Male;Food and beverages;35.89;1;17.95;376.85;2/23/2019;16:52:00;Credit card;35.89;4.761.904.762;17.95;7.9
639-76-1242;C;Naypyitaw;Normal;Male;Food and beverages;40.52;5;10.13;212.73;02/03/2019;15:19:00;Cash;202.6;4.761.904.762;10.13;4.5
234-03-4040;B;Mandalay;Member;Female;Food and beverages;73.05;10;36.53;767.03;03/03/2019;12:25:00;Credit card;730.5;4.761.904.762;36.53;8.7
326-71-2155;C;Naypyitaw;Normal;Female;Sports and travel;73.95;4;14.79;310.59;02/03/2019;10:02:00;Cash;295.8;4.761.904.762;14.79;6.1
320-32-8842;C;Naypyitaw;Member;Female;Food and beverages;22.62;1;1.13;23.75;3/17/2019;18:58:00;Cash;22.62;4.761.904.762;1.13;6.4
470-32-9057;A;Yangon;Member;Male;Food and beverages;51.34;5;12.84;269.54;3/28/2019;15:31:00;Credit card;256.7;4.761.904.762;12.84;9.1
878-30-2331;C;Naypyitaw;Member;Female;Sports and travel;54.55;10;27.28;572.78;03/02/2019;11:22:00;Credit card;545.5;4.761.904.762;27.28;7.1
440-59-5691;C;Naypyitaw;Member;Female;Health and beauty;37.15;7;130.03;2.730.525;02/08/2019;13:12:00;Credit card;260.05;4.761.904.762;130.03;7.7
554-53-3790;B;Mandalay;Normal;Male;Sports and travel;37.02;6;11.11;233.23;3/22/2019;18:33:00;Cash;222.12;4.761.904.762;11.11;4.5
746-19-0921;C;Naypyitaw;Normal;Male;Food and beverages;21.58;1;1.08;22.66;02/09/2019;10:02:00;Ewallet;21.58;4.761.904.762;1.08;7.2
233-34-0817;C;Naypyitaw;Member;Female;Electronic accessories;98.84;1;4.94;103.78;2/15/2019;11:21:00;Cash;98.84;4.761.904.762;4.94;8.4
767-05-1286;C;Naypyitaw;Member;Female;Home and lifestyle;83.77;6;25.13;527.75;1/23/2019;12:10:00;Ewallet;502.62;4.761.904.762;25.13;5.4
340-21-9136;A;Yangon;Member;Female;Sports and travel;40.05;4;8.01;168.21;1/25/2019;11:40:00;Cash;160.2;4.761.904.762;8.01;9.7
405-31-3305;A;Yangon;Member;Male;Fashion accessories;43.13;10;21.57;452.87;02/02/2019;18:31:00;Credit card;431.3;4.761.904.762;21.57;5.5
731-59-7531;B;Mandalay;Member;Male;Health and beauty;72.57;8;29.03;609.59;3/30/2019;17:58:00;Cash;580.56;4.761.904.762;29.03;4.6
676-39-6028;A;Yangon;Member;Female;Electronic accessories;64.44;5;16.11;338.31;3/30/2019;17:04:00;Cash;322.2;4.761.904.762;16.11;6.6
502-05-1910;A;Yangon;Normal;Male;Health and beauty;65.18;3;9.78;205.32;2/25/2019;20:35:00;Credit card;195.54;4.761.904.762;9.78;6.3
485-30-8700;A;Yangon;Normal;Female;Sports and travel;33.26;5;8.32;174.62;3/18/2019;16:10:00;Credit card;166.3;4.761.904.762;8.32;4.2
598-47-9715;C;Naypyitaw;Normal;Male;Electronic accessories;84.07;4;16.81;353.09;03/07/2019;16:54:00;Ewallet;336.28;4.761.904.762;16.81;4.4
701-69-8742;B;Mandalay;Normal;Male;Sports and travel;34.37;10;17.19;360.89;3/16/2019;10:11:00;Ewallet;343.7;4.761.904.762;17.19;6.7
575-67-1508;A;Yangon;Normal;Male;Electronic accessories;38.6;1;1.93;40.53;1/29/2019;11:26:00;Ewallet;38.6;4.761.904.762;1.93;6.7
541-08-3113;C;Naypyitaw;Normal;Male;Food and beverages;65.97;8;26.39;554.15;02/02/2019;20:29:00;Cash;527.76;4.761.904.762;26.39;8.4
246-11-3901;C;Naypyitaw;Normal;Female;Electronic accessories;32.8;10;16.4;344.4;2/15/2019;12:12:00;Cash;328;4.761.904.762;16.4;6.2
674-15-9296;A;Yangon;Normal;Male;Sports and travel;37.14;5;9.29;194.99;01/08/2019;13:05:00;Ewallet;185.7;4.761.904.762;9.29;5
305-18-3552;B;Mandalay;Member;Male;Home and lifestyle;60.38;10;30.19;633.99;02/12/2019;16:19:00;Cash;603.8;4.761.904.762;30.19;6
493-65-6248;C;Naypyitaw;Member;Female;Sports and travel;36.98;10;18.49;388.29;01/01/2019;19:48:00;Credit card;369.8;4.761.904.762;18.49;7
438-01-4015;B;Mandalay;Member;Female;Sports and travel;49.49;4;9.9;207.86;3/21/2019;15:25:00;Ewallet;197.96;4.761.904.762;9.9;6.6
709-58-4068;B;Mandalay;Normal;Female;Fashion accessories;41.09;10;20.55;431.45;2/28/2019;14:42:00;Cash;410.9;4.761.904.762;20.55;7.3
795-49-7276;A;Yangon;Normal;Male;Fashion accessories;37.15;4;7.43;156.03;3/23/2019;18:59:00;Ewallet;148.6;4.761.904.762;7.43;8.3
556-72-8512;C;Naypyitaw;Normal;Male;Home and lifestyle;22.96;1;1.15;24.11;1/30/2019;20:47:00;Cash;22.96;4.761.904.762;1.15;4.3
627-95-3243;B;Mandalay;Member;Female;Home and lifestyle;77.68;9;34.96;734.08;02/04/2019;13:21:00;Ewallet;699.12;4.761.904.762;34.96;9.8
686-41-0932;B;Mandalay;Normal;Female;Fashion accessories;34.7;2;3.47;72.87;3/13/2019;19:48:00;Ewallet;69.4;4.761.904.762;3.47;8.2
510-09-5628;A;Yangon;Member;Female;Fashion accessories;19.66;10;9.83;206.43;3/15/2019;18:20:00;Credit card;196.6;4.761.904.762;9.83;7.2
608-04-3797;B;Mandalay;Member;Female;Health and beauty;25.32;8;10.13;212.69;03/05/2019;20:24:00;Ewallet;202.56;4.761.904.762;10.13;8.7
148-82-2527;C;Naypyitaw;Member;Female;Home and lifestyle;12.12;10;6.06;127.26;03/05/2019;13:44:00;Credit card;121.2;4.761.904.762;6.06;8.4
437-53-3084;B;Mandalay;Normal;Male;Fashion accessories;99.89;2;9.99;209.77;2/26/2019;11:48:00;Ewallet;199.78;4.761.904.762;9.99;7.1
632-32-4574;B;Mandalay;Normal;Male;Sports and travel;75.92;8;30.37;637.73;3/20/2019;14:14:00;Cash;607.36;4.761.904.762;30.37;5.5
556-97-7101;C;Naypyitaw;Normal;Female;Electronic accessories;63.22;2;6.32;132.76;01/01/2019;15:51:00;Cash;126.44;4.761.904.762;6.32;8.5
862-59-8517;C;Naypyitaw;Normal;Female;Food and beverages;90.24;6;27.07;568.51;1/27/2019;11:17:00;Cash;541.44;4.761.904.762;27.07;6.2
401-18-8016;B;Mandalay;Member;Female;Sports and travel;98.13;1;49.07;1.030.365;1/21/2019;17:36:00;Cash;98.13;4.761.904.762;49.07;8.9
420-18-8989;A;Yangon;Member;Female;Sports and travel;51.52;8;20.61;432.77;02/02/2019;15:47:00;Cash;412.16;4.761.904.762;20.61;9.6
277-63-2961;B;Mandalay;Member;Male;Sports and travel;73.97;1;36.99;776.69;02/03/2019;15:53:00;Credit card;73.97;4.761.904.762;36.99;5.4
573-98-8548;C;Naypyitaw;Member;Female;Fashion accessories;31.9;1;1.6;33.5;01/05/2019;12:40:00;Ewallet;31.9;4.761.904.762;1.6;9.1
620-02-2046;C;Naypyitaw;Normal;Male;Home and lifestyle;69.4;2;6.94;145.74;1/27/2019;19:48:00;Ewallet;138.8;4.761.904.762;6.94;9
282-35-2475;B;Mandalay;Normal;Female;Sports and travel;93.31;2;9.33;195.95;3/25/2019;17:53:00;Cash;186.62;4.761.904.762;9.33;6.3
511-54-3087;B;Mandalay;Normal;Male;Sports and travel;88.45;1;44.23;928.73;2/25/2019;16:36:00;Credit card;88.45;4.761.904.762;44.23;9.5
726-29-6793;A;Yangon;Member;Male;Electronic accessories;24.18;8;9.67;203.11;1/28/2019;20:54:00;Ewallet;193.44;4.761.904.762;9.67;9.8
387-49-4215;B;Mandalay;Member;Female;Sports and travel;48.5;3;7.28;152.78;01/08/2019;12:50:00;Cash;145.5;4.761.904.762;7.28;6.7
862-17-9201;B;Mandalay;Normal;Female;Food and beverages;84.05;6;25.22;529.52;1/29/2019;10:48:00;Credit card;504.3;4.761.904.762;25.22;7.7
291-21-5991;B;Mandalay;Member;Male;Health and beauty;61.29;5;153.23;3.217.725;3/29/2019;14:28:00;Cash;306.45;4.761.904.762;153.23;7
